,GEO,Occupation - Unit group - National Occupational Classification (NOC) 2021 (821A),Gender (3),VALUE
1252,Alberta,55 Support occupations in art and culture,Women+,410
1253,Alberta,551 Support occupations in art and culture,Total - Gender,670
1254,Alberta,551 Support occupations in art and culture,Men+,260
1255,Alberta,551 Support occupations in art and culture,Women+,410
1256,Alberta,5510 Support occupations in art and culture,Total - Gender,670
1257,Alberta,5510 Support occupations in art and culture,Men+,260
1258,Alberta,5510 Support occupations in art and culture,Women+,410
1259,Alberta,55109 Other performers,Total - Gender,670
1260,Alberta,55109 Other performers,Men+,260
1261,Alberta,55109 Other performers,Women+,410
1262,Alberta,6 Sales and service occupations,Total - Gender,601000
1263,Alberta,6 Sales and service occupations,Men+,255480
1264,Alberta,6 Sales and service occupations,Women+,345515
1265,Alberta,60 Middle management occupations in retail and wholesale trade and customer services,Total - Gender,85125
1266,Alberta,60 Middle management occupations in retail and wholesale trade and customer services,Men+,48480
1267,Alberta,60 Middle management occupations in retail and wholesale trade and customer services,Women+,36645
1268,Alberta,600 Middle management occupations in retail and wholesale trade and customer services,Total - Gender,85125
1269,Alberta,600 Middle management occupations in retail and wholesale trade and customer services,Men+,48480
1270,Alberta,600 Middle management occupations in retail and wholesale trade and customer services,Women+,36645
1271,Alberta,6001 Corporate sales managers,Total - Gender,8080
1272,Alberta,6001 Corporate sales managers,Men+,5610
1273,Alberta,6001 Corporate sales managers,Women+,2470
1274,Alberta,60010 Corporate sales managers,Total - Gender,8080
1275,Alberta,60010 Corporate sales managers,Men+,5610
1276,Alberta,60010 Corporate sales managers,Women+,2470
1277,Alberta,6002 Retail and wholesale trade managers,Total - Gender,52675
1278,Alberta,6002 Retail and wholesale trade managers,Men+,30770
1279,Alberta,6002 Retail and wholesale trade managers,Women+,21910
1280,Alberta,60020 Retail and wholesale trade managers,Total - Gender,52675
1281,Alberta,60020 Retail and wholesale trade managers,Men+,30770
1282,Alberta,60020 Retail and wholesale trade managers,Women+,21910
1283,Alberta,6003 Managers in food service and accommodation,Total - Gender,20005
1284,Alberta,6003 Managers in food service and accommodation,Men+,10195
1285,Alberta,6003 Managers in food service and accommodation,Women+,9810
1286,Alberta,60030 Restaurant and food service managers,Total - Gender,16300
1287,Alberta,60030 Restaurant and food service managers,Men+,8370
1288,Alberta,60030 Restaurant and food service managers,Women+,7930
1289,Alberta,60031 Accommodation service managers,Total - Gender,3705
1290,Alberta,60031 Accommodation service managers,Men+,1825
1291,Alberta,60031 Accommodation service managers,Women+,1880
1292,Alberta,6004 Managers in customer and personal services,Total - Gender,4365
1293,Alberta,6004 Managers in customer and personal services,Men+,1915
1294,Alberta,6004 Managers in customer and personal services,Women+,2450
1295,Alberta,60040 Managers in customer and personal services,Total - Gender,4365
1296,Alberta,60040 Managers in customer and personal services,Men+,1915
1297,Alberta,60040 Managers in customer and personal services,Women+,2450
1298,Alberta,62 Retail sales and service supervisors and specialized occupations in sales and services,Total - Gender,47355
1299,Alberta,62 Retail sales and service supervisors and specialized occupations in sales and services,Men+,25700
1300,Alberta,62 Retail sales and service supervisors and specialized occupations in sales and services,Women+,21660
1301,Alberta,620 Retail sales and service supervisors,Total - Gender,25545
1302,Alberta,620 Retail sales and service supervisors,Men+,10610
1303,Alberta,620 Retail sales and service supervisors,Women+,14930
1304,Alberta,6201 Retail sales supervisors,Total - Gender,9550
1305,Alberta,6201 Retail sales supervisors,Men+,3875
1306,Alberta,6201 Retail sales supervisors,Women+,5675
1307,Alberta,62010 Retail sales supervisors,Total - Gender,9550
1308,Alberta,62010 Retail sales supervisors,Men+,3875
1309,Alberta,62010 Retail sales supervisors,Women+,5675
1310,Alberta,6202 Service supervisors,Total - Gender,15995
1311,Alberta,6202 Service supervisors,Men+,6735
1312,Alberta,6202 Service supervisors,Women+,9255
1313,Alberta,62020 Food service supervisors,Total - Gender,10285
1314,Alberta,62020 Food service supervisors,Men+,4065
1315,Alberta,62020 Food service supervisors,Women+,6220
1316,Alberta,62021 Executive housekeepers,Total - Gender,315
1317,Alberta,62021 Executive housekeepers,Men+,75
1318,Alberta,62021 Executive housekeepers,Women+,245
1319,Alberta,"62022 Accommodation, travel, tourism and related services supervisors",Total - Gender,1030
1320,Alberta,"62022 Accommodation, travel, tourism and related services supervisors",Men+,330
1321,Alberta,"62022 Accommodation, travel, tourism and related services supervisors",Women+,705
1322,Alberta,62023 Customer and information services supervisors,Total - Gender,735
1323,Alberta,62023 Customer and information services supervisors,Men+,230
1324,Alberta,62023 Customer and information services supervisors,Women+,505
1325,Alberta,62024 Cleaning supervisors,Total - Gender,2330
1326,Alberta,62024 Cleaning supervisors,Men+,1195
1327,Alberta,62024 Cleaning supervisors,Women+,1135
1328,Alberta,62029 Other services supervisors,Total - Gender,1295
1329,Alberta,62029 Other services supervisors,Men+,850
1330,Alberta,62029 Other services supervisors,Women+,450
1331,Alberta,621 Specialized sales occupations,Total - Gender,13015
1332,Alberta,621 Specialized sales occupations,Men+,8735
1333,Alberta,621 Specialized sales occupations,Women+,4275
1334,Alberta,6210 Technical sales specialists in wholesale trade and retail and wholesale buyers,Total - Gender,13015
1335,Alberta,6210 Technical sales specialists in wholesale trade and retail and wholesale buyers,Men+,8735
1336,Alberta,6210 Technical sales specialists in wholesale trade and retail and wholesale buyers,Women+,4275
1337,Alberta,62100 Technical sales specialists - wholesale trade,Total - Gender,9015
1338,Alberta,62100 Technical sales specialists - wholesale trade,Men+,7110
1339,Alberta,62100 Technical sales specialists - wholesale trade,Women+,1905
1340,Alberta,62101 Retail and wholesale buyers,Total - Gender,3995
1341,Alberta,62101 Retail and wholesale buyers,Men+,1630
1342,Alberta,62101 Retail and wholesale buyers,Women+,2370
1343,Alberta,622 Specialized services occupations,Total - Gender,8800
1344,Alberta,622 Specialized services occupations,Men+,6350
1345,Alberta,622 Specialized services occupations,Women+,2450
1346,Alberta,6220 Specialized occupations in services,Total - Gender,8800
1347,Alberta,6220 Specialized occupations in services,Men+,6350
1348,Alberta,6220 Specialized occupations in services,Women+,2450
1349,Alberta,62200 Chefs,Total - Gender,7995
1350,Alberta,62200 Chefs,Men+,6005
1351,Alberta,62200 Chefs,Women+,1985
1352,Alberta,62201 Funeral directors and embalmers,Total - Gender,530
1353,Alberta,62201 Funeral directors and embalmers,Men+,240
1354,Alberta,62201 Funeral directors and embalmers,Women+,295
1355,Alberta,"62202 Jewellers, jewellery and watch repairers and related occupations",Total - Gender,275
1356,Alberta,"62202 Jewellers, jewellery and watch repairers and related occupations",Men+,100
1357,Alberta,"62202 Jewellers, jewellery and watch repairers and related occupations",Women+,175
1358,Alberta,63 Occupations in sales and services,Total - Gender,77665
1359,Alberta,63 Occupations in sales and services,Men+,30885
1360,Alberta,63 Occupations in sales and services,Women+,46780
1361,Alberta,631 Occupations in sales,Total - Gender,26570
1362,Alberta,631 Occupations in sales,Men+,11410
1363,Alberta,631 Occupations in sales,Women+,15160
1364,Alberta,"6310 Insurance, real estate and financial sales occupations",Total - Gender,26570
1365,Alberta,"6310 Insurance, real estate and financial sales occupations",Men+,11410
1366,Alberta,"6310 Insurance, real estate and financial sales occupations",Women+,15160
1367,Alberta,63100 Insurance agents and brokers,Total - Gender,9400
1368,Alberta,63100 Insurance agents and brokers,Men+,3440
1369,Alberta,63100 Insurance agents and brokers,Women+,5960
1370,Alberta,63101 Real estate agents and salespersons,Total - Gender,10860
1371,Alberta,63101 Real estate agents and salespersons,Men+,5950
1372,Alberta,63101 Real estate agents and salespersons,Women+,4910
1373,Alberta,63102 Financial sales representatives,Total - Gender,6315
1374,Alberta,63102 Financial sales representatives,Men+,2020
1375,Alberta,63102 Financial sales representatives,Women+,4295
1376,Alberta,632 Occupations in services,Total - Gender,51095
1377,Alberta,632 Occupations in services,Men+,19475
1378,Alberta,632 Occupations in services,Women+,31620
1379,Alberta,"6320 Cooks, butchers and bakers",Total - Gender,29850
1380,Alberta,"6320 Cooks, butchers and bakers",Men+,16440
1381,Alberta,"6320 Cooks, butchers and bakers",Women+,13410
1382,Alberta,63200 Cooks,Total - Gender,23515
1383,Alberta,63200 Cooks,Men+,14165
1384,Alberta,63200 Cooks,Women+,9350
1385,Alberta,63201 Butchers - retail and wholesale,Total - Gender,545
1386,Alberta,63201 Butchers - retail and wholesale,Men+,430
1387,Alberta,63201 Butchers - retail and wholesale,Women+,115
1388,Alberta,63202 Bakers,Total - Gender,5790
1389,Alberta,63202 Bakers,Men+,1845
1390,Alberta,63202 Bakers,Women+,3945
1391,Alberta,6321 Hairstylists and estheticians,Total - Gender,20860
1392,Alberta,6321 Hairstylists and estheticians,Men+,2765
1393,Alberta,6321 Hairstylists and estheticians,Women+,18095
1394,Alberta,63210 Hairstylists and barbers,Total - Gender,11915
1395,Alberta,63210 Hairstylists and barbers,Men+,1905
1396,Alberta,63210 Hairstylists and barbers,Women+,10010
1397,Alberta,"63211 Estheticians, electrologists and related occupations",Total - Gender,8945
